      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          136.896          4       34.224,0       32.784,0       32.704       38.624      2.933,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.304          3       38.101,0       37.408,0       36.064       40.832      2.458,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           20.640          3        6.880,0        7.136,0        5.440        8.064      1.330,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          143.232          4       35.808,0       34.768,0       34.432       39.264      2.315,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          119.776          3       39.925,0       39.584,0       37.824       42.368      2.291,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.624          3        7.541,0        8.032,0        6.432        8.160        962,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          144.800          4       36.200,0       34.896,0       34.496       40.512      2.893,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.112          3       40.704,0       39.680,0       38.912       43.520      2.468,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.624          3        7.541,0        8.000,0        6.400        8.224        994,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.720          4       32.680,0       31.904,0       31.200       35.712      2.056,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.016          3       36.672,0       35.872,0       35.008       39.136      2.177,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.504,0        4.032        6.752      1.361,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.800          4       33.200,0       32.400,0       31.936       36.064      1.941,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          111.488          3       37.162,0       36.096,0       35.840       39.552      2.073,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           18.592          3        6.197,0        6.304,0        5.504        6.784        646,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.376          4       32.344,0       31.312,0       31.136       35.616      2.187,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.272          3       36.757,0       35.744,0       35.008       39.520      2.420,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.472,0        4.032        6.816      1.392,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.944          4       32.736,0       31.920,0       31.168       35.936      2.167,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.800          3       36.266,0       35.808,0       34.464       38.528      2.070,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.672          3        5.557,0        5.472,0        4.224        6.976      1.378,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.232          4       32.808,0       32.112,0       31.168       35.840      2.070,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.112          3       36.704,0       35.872,0       34.560       39.680      2.659,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.504,0        4.224        6.848      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.336          4       32.584,0       31.888,0       31.200       35.360      1.881,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.736          3       36.245,0       35.520,0       34.496       38.720      2.203,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.568,0        4.192        6.848      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.096          4       34.024,0       33.232,0       32.672       36.960      1.975,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          112.160          3       37.386,0       37.024,0       35.712       39.424      1.882,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.568,0        4.096        6.784      1.346,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.592          4       32.648,0       31.904,0       31.168       35.616      2.022,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.768          3       36.256,0       35.456,0       34.720       38.592      2.056,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.312,0        4.032        7.040      1.509,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.760          4       32.440,0       31.648,0       31.136       35.328      1.979,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.672          3       36.224,0       35.872,0       34.496       38.304      1.928,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.024          3        5.674,0        5.472,0        4.640        6.912      1.149,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.952          4       32.488,0       31.680,0       31.136       35.456      2.038,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.704          3       36.234,0       35.872,0       34.432       38.400      2.008,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.536,0        4.032        6.816      1.393,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.384          4       34.096,0       32.752,0       32.736       38.144      2.698,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.336          3       38.112,0       37.024,0       36.128       41.184      2.697,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.400          3        7.466,0        7.968,0        6.240        8.192      1.068,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.144          4       32.536,0       31.696,0       31.168       35.584      2.065,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.704          3       36.234,0       35.936,0       34.496       38.272      1.905,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.160          3        5.386,0        5.216,0        4.096        6.848      1.383,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.184          4       34.296,0       33.520,0       33.216       36.928      1.768,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.008          3       38.336,0       37.088,0       36.256       41.664      2.912,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.160          3        5.386,0        5.280,0        4.064        6.816      1.379,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.632          4       32.408,0       31.216,0       31.168       36.032      2.416,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.768          3       36.256,0       35.904,0       34.496       38.368      1.959,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.184,0        4.288        6.880      1.316,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       31.696,0       31.136       35.936      2.265,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.704          3       36.234,0       35.872,0       34.528       38.304      1.913,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.568,0        4.256        6.784      1.264,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          256.896          4       64.224,0       62.800,0       62.336       68.960      3.179,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          213.440          3       71.146,0       69.792,0       69.600       74.048      2.514,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.312          3        9.770,0        9.792,0        8.032       11.488      1.728,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.272          4       32.568,0       31.648,0       31.168       35.808      2.206,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.928          3       36.309,0       35.936,0       34.464       38.528      2.057,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.504,0        4.128        6.752      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.800          4       34.200,0       32.848,0       32.736       38.368      2.779,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.144          3       38.048,0       37.568,0       36.128       40.448      2.199,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.072          3        7.690,0        8.128,0        6.304        8.640      1.227,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.072          4       32.768,0       32.080,0       31.136       35.776      2.054,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.592          3       36.864,0       35.872,0       35.104       39.616      2.414,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.640          3        5.546,0        5.504,0        4.288        6.848      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.376          4       32.344,0       31.424,0       31.168       35.360      2.014,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.696          3       36.565,0       35.744,0       34.880       39.072      2.213,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.536,0        4.224        6.624      1.201,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.264          4       32.816,0       31.984,0       31.168       36.128      2.241,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.904,0       35.232       38.400      1.669,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.160          3        5.386,0        5.472,0        4.064        6.624      1.282,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.264          4       32.816,0       32.064,0       31.168       35.968      2.143,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.576          3       36.192,0       35.776,0       34.496       38.304      1.937,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.440,0        4.224        6.688      1.232,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.600          4       32.400,0       31.616,0       31.168       35.200      1.883,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
